1527533151.6911926,0.00,00,1215752092,-69,"0.65
"
1527533151.7414033,0.00,0.00,1215752092,-69,"0.65
"
1527533151.7448199,0.00,0.00,1215752092,-69,"0.65
"
1527533151.7483072,0.00,0.00,1215752092,-69,"0.65
"
1527534386.2604284,0.00000000,000,0.00,-11,"0.65
"
1527534387.7169778,0.00000000,0.00000000,0.00,-11,"0.00
"
1527534388.228394,0.00000000,0.00000000,0.00,-11,"0.00
"
1527534388.7444193,0.00000000,0.00000000,0.00,-11,"0.00
"
1527534389.2570307,0.00000000,0.00000000,0.00,-11,"0.00
"
1527534389.7684572,0.00000000,0.00000000,0.00,-11,"0.00
"
1527534390.284964,0.00000000,0.00000000,0.00,-11,"0.65
"
1527534390.7970712,0.00000000,0.00000000,0.00,-11,"0.65
"
1527534391.313334,0.00000000,0.00000000,0.00,-11,"0.65
"
1527534391.824676,0.00000000,0.00000000,0.00,-11,"0.65
"
1527534392.3372412,0.00000000,0.00000000,0.00,-8,"0.65
"
1527534392.8533,0.00000000,0.00000000,0.00,-7,"0.65
"
1527534393.3646162,0.00000000,0.00000000,0.00,-7,"0.00
"
1527534393.8772738,0.00000000,0.00000000,0.00,-8,"0.00
"
1527534394.3934696,0.00000000,0.00000000,0.00,-8,"0.00
"
1527534394.9058335,0.00000000,0.00000000,0.00,-8,"0.00
"
1527534395.4206553,0.00000000,0.00000000,0.00,-8,"0.00
"
1527534395.9334447,0.00000000,0.00000000,0.00,-8,"0.00
"
1527534396.4456174,0.00000000,0.00000000,0.00,-8,"0.00
"
1527534396.9616392,0.00000000,0.00000000,0.00,-8,"0.00
"
1527534397.4766386,0.00000000,0.00000000,0.00,-8,"0.00
"
1527534397.9892137,0.00000000,0.00000000,0.00,-7,"0.00
"
1527534398.5017948,0.00000000,0.00000000,0.00,-5,"0.00
"
1527534399.0179758,0.00000000,0.00000000,0.00,-4,"0.00
"
1527534399.5296953,0.00000000,0.00000000,0.00,-1,"0.65
"
1527534400.041912,0.00000000,0.00000000,0.00,1,"0.65
"
1527534400.5530598,0.00000000,0.00000000,0.00,3,"0.65
"
1527534401.068958,0.00000000,0.00000000,0.00,6,"0.65
"
1527534401.5812955,0.00000000,0.00000000,0.00,7,"0.65
"
1527534402.0974154,0.00000000,0.00000000,0.00,8,"0.65
"
1527534402.6098828,0.00000000,0.00000000,0.00,12,"0.00
"
1527534403.1258972,0.00000000,0.00000000,0.00,16,"0.00
"
1527534403.6372824,0.00000000,0.00000000,0.00,17,"0.00
"
1527534404.1535738,0.00000000,0.00000000,0.00,21,"0.00
"
1527534404.6661265,0.00000000,0.00000000,0.00,23,"0.00
"
1527534405.1822233,0.00000000,0.00000000,0.00,24,"0.00
"
1527534405.693554,0.00000000,0.00000000,0.00,26,"0.00
"
1527534406.2063136,0.00000000,0.00000000,0.00,25,"0.00
"
1527534406.722225,0.00000000,0.00000000,0.00,25,"0.00
"
1527534407.2334507,0.00000000,0.00000000,0.00,28,"0.00
"
1527534407.7496054,0.00000000,0.00000000,0.00,30,"0.00
"
1527534408.2621522,0.00000000,0.00000000,0.00,31,"0.00
"
1527534408.7745109,0.00000000,0.00000000,0.00,33,"0.00
"
1527534409.2905905,0.00000000,0.00000000,0.00,36,"0.00
"
1527534409.8019931,0.00000000,0.00000000,0.00,38,"0.00
"
