1528161012.3810673,0.00000000,.00000000,1215752092,-144,0.00,-2575.00
1528161012.8915684,-121.74822235,38.53746414,200,-145,0.00,2350.00
1528161013.4028096,-121.74822235,38.53746414,200,-145,0.00,2350.00
1528161013.9157412,-121.74822235,38.53746414,0,-145,0.00,2350.00
1528161014.4272015,-121.74822235,38.53746414,0,-146,0.00,2350.00
1528161014.9437163,-121.74822235,38.53746414,200,-145,0.00,2350.00
1528161015.4554853,-121.74822235,38.53746414,200,-146,0.00,2350.00
1528161015.967361,-121.74822235,38.53746414,200,-146,0.00,2350.00
1528161016.4839196,-121.74822235,38.53746414,200,-146,0.00,2350.00
1528161016.995572,-121.74822235,38.53746414,200,-147,0.00,2350.00
1528161017.5073946,-121.74822235,38.53746414,200,-147,0.00,2350.00
1528161018.0234015,-121.7482235,3.53746414,200,-148,0.65,230.00
1528161018.53522,-121.7485,3.53746414,200,-146,0.65,2350.0
1528161019.0509288,-121.74822235200,353746414,-148,0.65,2350.00desired path angle:86.45,rudder angle:68.1
1528161020.0788646,-121.7482235,8.53746414,200,-148,0.65,2350.00
1528161020.5916748,-121.7822235,38.53746414,200,-156,0.65,230.00
1528161021.107633,-121.74822235,38.6414,-165,1.30,2350.0sired path angle: 86rudder angle:67.65,eror:-69.92
1528161021.6194072,-121.74822235,38.53746414,200,-179,1.3,2350.00
1528161022.1310408,-121.74822235,38.53746414,200,180,1.30,230.00
1528161023.1587212,-121.74822235,38.53746414,100,173,1.30,2350.00
1528161023.670429,-121.74822235,3.53746414,100,73,1.30,2350.00
1528161024.1825569,-121.7482223,3.53746414,100,173,1.30,2350.00desired path angle: 86.4
1528161032.3778787,-121.7482298,3.53746795,200,164,1.30,235100
1528161032.890348,-121.74822998,3.53746795,00,164,1.30,2351.00
1528161185.9229085,-121.74820709,38.53749465,200,-113,0.00,"not reached
"
1528161186.4667642,-121.74820709,38.53749465,100,-113,0.00,"not reached
"
1528161187.0123477,-121.74820709,38.53749465,100,-103,0.00,"not reached
"
1528161187.55778,-121.74820709,38.53749465,300,-100,0.00,"not reached
"
1528161188.1033561,-121.74820709,38.53749465,300,-100,0.00,"not reached
"
1528161188.64521,-121.74820709,38.53749465,1200,-98,0.65,"not reached
"
1528161189.1902905,-121.74820709,38.53749465,1200,-102,0.65,"not reached
"
1528161189.7358859,-121.74820709,38.53749465,1600,-102,0.65,"not reached
"
1528161190.2808127,-121.74820709,38.53749465,1600,-101,0.65,"not reached
"
1528161190.8260174,-121.74820709,38.53749465,1600,-101,0.65,"not reached
"
1528161191.370463,-121.74820709,38.53749465,1600,-100,0.65,"not reached
"
1528161191.9157274,-121.74820709,38.53749465,600,-100,0.00,"not reached
"
1528161192.4613638,-121.74820709,38.53749465,600,-101,0.00,"not reached
"
1528161193.0073588,-121.74820709,38.53749465,5500,-102,0.00,"not reached
"
1528161193.5523407,-121.74820709,38.53749465,5500,-116,0.00,"not reached
"
1528161194.0964165,-121.74820709,38.53749465,6000,-124,0.00,"not reached
"
1528161194.6379936,-121.74820709,38.53749465,6000,-125,0.00,"not reached
"
1528161195.1836271,-121.74820709,38.53750228,6900,-125,0.00,"not reached
"
