1528164871.9401789,-121.74814605,38.53752899,600,141,1.30,2343.00
1528164872.4556234,-121.74814605,38.53752899,600,142,1.30,2343.00
1528164872.972276,-121.74814605,38.53752899,2400,143,1.30,2343.00
1528164873.4878685,-121.74814605,38.53752899,2400,144,1.30,2343.00
1528164873.9996793,-121.74814605,38.53752899,1900,145,1.30,2343.00
1528164874.5122676,-121.74814605,38.53752899,1900,145,1.30,2343.00
1528164875.0240808,-121.74814605,38.53752899,2300,145,1.30,2343.00
1528164875.5355747,-121.74814605,38.53752899,2300,146,1.30,2343.00
1528164876.0483112,-121.74814605,38.53752899,3000,148,1.30,2343.00
1528164876.5599039,-121.74814605,38.53752899,3000,156,1.30,2343.00
1528164877.0751607,-121.74814605,38.53752899,1800,-166,1.30,2343.00
1528164877.5881727,-121.74814605,38.53752899,1800,-120,1.30,2343.00
1528164878.1001077,-121.74814605,38.53753280,10700,-111,1.30,2343.00
1528164878.6154249,-121.74814605,38.53753280,10700,-115,1.30,2343.00
1528164879.1320734,-121.74813842,38.53753280,14100,-119,1.30,2343.00
1528164879.6438406,-121.74813842,38.53753280,14100,-120,1.30,2343.00
1528164880.160446,-121.74813079,38.53753662,14800,-123,1.30,2342.00
1528164880.6759295,-121.74813079,38.53753662,14800,-132,1.30,2342.00
1528164881.1923907,-121.74812316,38.53753662,15500,-132,2.61,2341.00
1528164881.7043283,-121.74812316,38.53753662,15500,-134,2.61,2341.00
1528164882.2197897,-121.74811553,38.53753280,15500,-134,2.61,2341.00
1528164882.7364123,-121.74811553,38.53753280,15500,-135,2.61,2341.00
1528164883.2483265,-121.74810028,38.53752899,15500,-139,2.61,2339.00
1528164883.7636626,-121.74809265,38.53752899,15500,-139,2.61,2339.00
1528164884.2767227,-121.74809265,38.53752899,15500,-140,2.61,2339.00
1528164884.7884388,-121.74808502,38.53752899,15500,-141,2.61,2338.00
1528164885.3036854,-121.74808502,38.53752899,15500,-141,2.61,2338.00
1528164885.8167706,-121.74807739,38.53752517,15500,-141,2.61,2337.00
1528164886.3282528,-121.74807739,38.53752517,7500,-141,2.61,2337.00
1528164886.8397846,-121.74807739,38.53752517,6800,-142,2.61,2337.00
1528164887.3527434,-121.74807739,38.53752517,6800,-145,2.61,2337.00
1528164887.864014,-121.74806976,38.53752136,6100,-150,2.61,2337.00
1528164888.3804846,-121.74806976,38.53752136,6100,-151,2.61,2337.00
1528164888.8922243,-121.74806976,38.53752136,5400,-153,2.61,2337.00
1528164889.403975,-121.74806976,38.53752136,5400,-156,2.61,2337.00
1528164889.9158738,-121.74806213,38.53752136,5200,-157,2.61,2336.00
1528164890.4325197,-121.74806213,38.53752136,5200,-158,2.61,2336.00
1528164890.9442604,-121.74806213,38.53752136,4700,-158,2.61,2336.00
1528164891.4595392,-121.74806213,38.53752136,4700,-158,2.61,2336.00
1528164891.972746,-121.74806213,38.53752136,4300,-158,2.61,2336.00
1528164892.4843159,-121.74806213,38.53751754,4300,-154,2.61,2336.00
1528164892.9995773,-121.74806213,38.53751754,4500,-127,2.61,2336.00
1528164893.5127938,-121.74805450,38.53751754,4500,-119,1.96,2335.00
1528164894.0243976,-121.74805450,38.53751754,4300,-118,1.96,2335.00
1528164894.5396917,-121.74805450,38.53751754,4000,-139,1.96,2335.00
1528164895.0517204,-121.74805450,38.53751754,4000,-149,1.96,2335.00
1528164895.5687466,-121.74805450,38.53751754,4000,-118,1.96,2335.00
1528164896.080236,-121.74805450,38.53751754,4000,-142,1.96,2335.00
1528164896.596733,-121.74804687,38.53751754,5300,-169,4.56,2335.00
1528164897.1085694,-121.74804687,38.53751754,5300,-179,4.56,2335.00
1528164897.6238868,-121.74804687,38.53751373,5100,-166,4.56,2335.00
1528164898.1357102,-121.74804687,38.53751373,5100,-149,4.56,2335.00
1528164898.6486576,-121.74804687,38.53751373,4600,-140,4.56,2335.00
1528164899.1654873,-121.74804687,38.53751373,4600,-133,4.56,2335.00
1528164899.6807034,-121.74803924,38.53751373,4400,-134,3.91,2334.00
1528164900.192643,-121.74803924,38.53751373,4400,-131,3.91,2334.00
1528164900.7079396,-121.74803924,38.53751373,4400,-128,3.91,2334.00
1528164901.219758,-121.74803924,38.53751373,4400,-129,3.91,2334.00
1528164901.7329803,-121.74803924,38.53751373,5100,-128,3.91,2334.00
1528164902.2481637,-121.74803924,38.53751373,5100,-126,3.91,2334.00
1528164902.7600818,-121.74803161,38.53751373,6000,-114,3.91,2333.00
1528164903.2729266,-121.74803161,38.53751373,6000,-114,3.91,2333.00
1528164903.7845361,-121.74803161,38.53750610,8700,-117,3.91,2334.00
1528164904.2959464,-121.74803161,38.53750610,8700,-123,3.91,2334.00
1528164904.8124359,-121.74802398,38.53750228,10800,-123,3.91,2333.00
1528164905.3278296,-121.74802398,38.53750228,10800,-123,3.91,2333.00
1528164905.8410132,-121.74801635,38.53750228,11400,-123,3.26,2332.00
1528164906.3565092,-121.74801635,38.53750228,11400,-123,3.26,2332.00
1528164906.8720326,-121.74801635,38.53750228,11700,-125,3.26,2332.00
1528164907.3885407,-121.74800872,38.53749847,11700,-133,3.26,2332.00
1528164907.900635,-121.74800872,38.53749847,11700,-146,3.26,2332.00
1528164908.417199,-121.74800109,38.53749465,11700,-139,3.26,2331.00
1528164908.932746,-121.74800109,38.53749465,11700,-137,3.26,2331.00
1528164909.4445336,-121.74799346,38.53749465,11700,-125,3.26,2330.00
1528164909.9573255,-121.74799346,38.53749465,9700,-116,3.26,2330.00
1528164910.4725797,-121.74799346,38.53749465,9700,-119,3.26,2330.00
