1527543072.37186,-121.72,0.54,400,-82,"0.00
"
1527543072.37463,-121.72,38.54,400,-82,"0.00
"
1527543072.37774,-121.72,38.54,400,-82,"0.00
"
1527543072.38253,-121.72,38.54,400,-82,"0.00
"
1527543274.07643,-121.72,8.54,1500,-90,"0.00
"
1527543274.08233,-121.72,38.54,1500,-90,"0.00
"
1527543274.08474,-121.72,38.54,1500,-90,"0.00
"
1527543274.09036,-121.72,38.54,1500-121.72,1500,-90
1527543274.09284,-121.72,38.54,1500,-90,"0.00
"
1527543274.098,-121.72,38.54,1500,-90,"0.00
"
1527543274.10024,-121.72,38.54,1500,-90,"0.00
"
1527543275.07157,-121.72,38.54,15000,0,1215752092
1527543275.12483,0,0,1215752092,-90,"0.00
"
1527543275.18178,0,0,1215752092,-90,"0.00
"
1527543275.23893,0,0,1215752092,-90,"0.00
"
1527543275.29618,0,0,1215752092,-90,"0.00
"
1527543275.3496,0,0,1215752092,-90,"0.00
"
1527543275.40673,0,0,1215752092,-90,"0.00
"
1527543275.46394,0,0,1215752092,-90,"0.00
"
1527543275.52138,-121.72,38.54,1215752092,-90,"0.00
"
1527543275.57873,-121.72,38.54,1215752092,-90,"0.00
"
1527543275.62828,-121.72,38.54,1300,-90,"0.00
"
1527543275.68524,-121.72,38.54,1300,-90,"0.00
"
1527543275.73859,-121.72,38.54,1300,-90,"0.00
"
1527543275.79552,-121.72,38.54,1300,-90,"0.00
"
1527543275.85375,-121.72,38.54,1300,-90,"0.00
"
1527543275.91069,-121.72,38.54,1300,-90,"0.00
"
1527543275.96408,-121.72,38.54,1300,-90,"0.00
"
1527543276.02104,-121.72,38.54,1300,-90,"0.00
"
1527543276.07927,-121.72,38.54,1300,-89,"0.00
"
1527543276.13619,-121.72,38.54,1300,-90,"0.00
"
1527543276.18959,-121.72,38.54,1300,-90,"0.00
"
1527543276.24653,-121.72,38.54,1300,-90,"0.00
"
1527543276.30375,-121.72,38.54,1300,-90,"0.00
"
1527543276.36167,-121.72,38.54,1300,-90,"0.00
"
1527543276.41506,-121.72,38.54,1300,-90,"0.00
"
1527543276.47204,-121.72,38.54,1300,-90,"0.00
"
1527543276.52896,-121.72,38.54,1300,-90,"0.00
"
1527543276.58598,-121.72,38.54,1300,-90,"0.00
"
1527543276.63926,-121.72,38.54,1300,-90,"0.00
"
1527543276.69747,-121.72,38.54,1300,-90,"0.00
"
1527543276.75466,-121.72,38.54,1300,-90,"0.00
"
1527543276.8079,-121.72,38.54,1300,-90,"0.00
"
1527543276.86488,-121.72,38.54,1300,-90,"0.00
"
1527543276.92297,-121.72,38.54,1300,-90,"0.00
"
1527543276.9802,-121.72,38.54,1300,-90,"0.00
"
1527543277.03357,-121.72,38.54,1300,-90,"0.00
"
1527543277.0906,-121.72,38.54,1300,-90,"0.00
"
1527543277.14746,-121.72,38.54,1300,-90,"0.00
"
1527543277.20468,-121.72,38.54,1300,-90,"0.00
"
1527543277.25808,-121.72,38.54,1300,-90,"0.00
"
1527543277.31501,-121.72,38.54,1300,-90,"0.00
"
1527543277.37607,-121.72,38.54,1300,-90,"0.00
"
1527543277.43026,-121.72,38.54,1300,-90,"0.00
"
1527543277.48345,-121.72,38.54,1300,-90,"0.00
"
1527543277.54041,-121.72,38.54,1300,-90,"0.00
"
1527543277.5986,-121.72,38.54,1300,-90,"0.00
"
1527543277.65195,-121.72,38.54,900,-90,"0.00
"
1527543277.70861,-121.72,38.54,900,-90,"0.00
"
1527543277.76556,-121.72,38.54,900,-90,"0.00
"
1527543277.81998,-121.72,38.54,900,-90,"0.00
"
1527543277.87687,-121.72,38.54,900,-90,"0.00
"
1527543277.93382,-121.72,38.54,900,-90,"0.00
"
1527543277.98695,-121.72,38.54,900,-90,"0.00
"
1527543278.04511,-121.72,38.54,900,-90,"0.00
"
1527543278.10213,-121.72,38.54,900,-90,"0.00
"
1527543278.15521,-121.72,38.54,900,-90,"0.00
"
1527543278.21216,-121.72,38.54,900,-90,"0.00
"
1527543278.27038,-121.72,38.54,900,-90,"0.00
"
1527543278.32732,-121.72,38.54,900,-90,"0.00
"
1527543278.38047,-121.72,38.54,900,-90,"0.00
"
1527543278.43745,-121.72,38.54,900,-90,"0.00
"
1527543278.49561,-121.72,38.54,900,-90,"0.00
"
1527543278.55282,-121.72,38.54,900,-90,"0.00
"
1527543278.60966,-121.72,38.54,900,-90,"0.00
"
1527543278.66296,-121.72,38.54,900,-90,"0.00
"
1527543278.72117,-121.72,38.54,900,-90,"0.00
"
1527543278.77812,-121.72,38.54,900,-90,"0.00
"
1527543278.83507,-121.72,38.54,900,-90,"0.00
"
1527543278.88838,-121.72,38.54,800,-90,"0.00
"
1527543278.94524,-121.72,38.54,800,-90,"0.00
"
1527543279.00345,-121.72,38.54,800,-90,"0.00
"
1527543279.05684,-121.72,38.54,800,-90,"0.00
"
1527543279.11382,-121.72,38.54,800,-90,"0.00
"
1527543279.1707,-121.72,38.54,800,-90,"0.00
"
1527543279.2241,-121.72,38.54,800,-90,"0.00
"
1527543279.28228,-121.72,38.54,800,-90,"0.00
"
1527543279.33925,-121.72,38.54,800,-90,"0.00
"
1527543279.39641,-121.72,38.54,800,-90,"0.00
"
1527543279.44934,-121.72,38.54,800,-90,"0.00
"
1527543279.50755,-121.72,38.54,800,-90,"0.00
"
