1525727619.9260352,38.63846206,-121.21475982
1525727620.0312693,38.63850402,-121.21472167
1525727620.131836,38.63854598,-121.21468353
1525727620.2295406,38.63858795,-121.21464538
1525727620.3322873,38.63862991,-121.21460723
1525727620.4319506,38.63867187,-121.21456909
1525727620.533074,38.63871383,-121.21453094
1525727620.6438105,38.63875961,-121.21449279
1525727620.7520952,38.63880538,-121.21446228
1525727620.8445644,38.63885116,-121.21443176
1525727620.9576705,38.63883972,-121.21448516
1525727621.0498064,38.63882827,-121.21453857
1525727621.165176,38.63881683,-121.21459197
1525727621.2665312,38.63880538,-121.21464538
1525727621.3723178,38.63879013,-121.21469879
1525727621.4756353,38.63877487,-121.21475219
1525727621.573078,38.63875961,-121.2148056
1525727621.6706722,38.63874435,-121.214859
1525727621.7873123,38.63872528,-121.21491241
1525727621.888614,38.6387062,-121.21496582
1525727621.9933832,38.63868713,-121.21501922
1525727622.0872521,38.63866806,-121.21507263
1525727622.1991258,38.63864517,-121.21512603
1525727622.3008776,38.63862228,-121.21517944
1525727622.4080439,38.63859939,-121.21523284
1525727622.505323,38.6385765,-121.21528625
1525727622.6102688,38.63855361,-121.21533966
1525727622.715345,38.63852691,-121.21539306
1525727622.8141556,38.63851165,-121.21533966
1525727622.9166465,38.63849639,-121.21528625
1525727623.019347,38.63848114,-121.21523284
1525727623.1319103,38.63846588,-121.21517944
1525727623.2344089,38.63845443,-121.21512603
1525727623.3365932,38.63844299,-121.21507263
1525727623.4372537,38.63843154,-121.21501922
1525727623.546447,38.6384201,-121.21496582
1525727623.6475496,38.63841247,-121.21491241
1525727623.7491498,38.63840484,-121.214859
1525727623.8473668,38.63839721,-121.2148056
1525727623.9551423,38.63838958,-121.21475219
1525727624.0622745,38.63838577,-121.21469879
1525727624.153755,38.63838195,-121.21464538
1525727624.2664673,38.63837814,-121.21459197
1525727624.3585055,38.63837432,-121.21453857
1525727624.4608958,38.63837432,-121.21448516
1525727624.5753589,38.63837432,-121.21443176
1525727624.6780457,38.63837432,-121.21437835
1525727624.776887,38.63837814,-121.21432495
1525727624.8901713,38.63838195,-121.21427154
1525727624.9881053,38.63838577,-121.21421813
1525727625.0948634,38.63834381,-121.21425628
1525727625.1899798,38.63830184,-121.21429443
1525727625.2965124,38.63825607,-121.21433258
1525727625.4033344,38.63821029,-121.21436309
